sample_date,site_id,comments,flags,ts_person,trapcount,arthropod_taxon_id,lt2mm,_2_5mm,_5_10mm,gt10mm,unsized
2012-02-23,12,,,2,10,87,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,3,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,617,NULL,NULL,NULL,NULL,2
2012-02-23,12,,,2,10,723,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,150,NULL,NULL,NULL,NULL,3
2012-02-23,12,,,2,10,360,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,403,NULL,NULL,NULL,NULL,2
2012-02-23,12,,,2,10,3,NULL,NULL,NULL,NULL,3
2012-02-23,12,,,2,10,617,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,545,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,62,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,481,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,325,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,403,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,450,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,87,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,245,NULL,NULL,NULL,NULL,3
2012-02-23,12,,,2,10,617,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,481,NULL,NULL,NULL,NULL,2
2012-02-23,12,,,2,10,149,NULL,NULL,NULL,NULL,5
2012-02-23,12,,,2,10,518,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,557,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,403,NULL,NULL,NULL,NULL,3
2012-02-23,12,,,2,10,4,NULL,NULL,NULL,NULL,2
2012-02-23,12,,,2,10,441,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,3,NULL,NULL,NULL,NULL,4
2012-02-23,12,,,2,10,245,NULL,NULL,NULL,NULL,2
2012-02-23,12,,,2,10,617,NULL,NULL,NULL,NULL,7
2012-02-23,12,,,2,10,576,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,481,NULL,NULL,NULL,NULL,2
2012-02-23,12,,,2,10,450,NULL,NULL,NULL,NULL,2
2012-02-23,12,,,2,10,446,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,3,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,617,NULL,NULL,NULL,NULL,2
2012-02-23,12,,,2,10,150,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,3,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,245,NULL,NULL,NULL,NULL,1
2012-02-23,12,,,2,10,481,NULL,NULL,NULL,NULL,4
2012-02-23,17,,,2,10,360,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,565,NULL,NULL,NULL,NULL,2
2012-02-23,17,,,2,10,240,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,557,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,481,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,164,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,722,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,3,NULL,NULL,NULL,NULL,16
2012-02-23,17,,,2,10,617,NULL,NULL,NULL,NULL,7
2012-02-23,17,,,2,10,141,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,518,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,32,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,164,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,565,NULL,NULL,NULL,NULL,2
2012-02-23,17,,,2,10,538,NULL,NULL,NULL,NULL,14
2012-02-23,17,,,2,10,3,NULL,NULL,NULL,NULL,23
2012-02-23,17,,,2,10,617,NULL,NULL,NULL,NULL,26
2012-02-23,17,,,2,10,150,NULL,NULL,NULL,NULL,6
2012-02-23,17,,,2,10,46,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,557,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,168,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,164,NULL,NULL,NULL,NULL,2
2012-02-23,17,,,2,10,19,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,242,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,113,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,722,NULL,NULL,NULL,NULL,334
2012-02-23,17,,,2,10,271,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,3,NULL,NULL,NULL,NULL,16
2012-02-23,17,,,2,10,617,NULL,NULL,NULL,NULL,39
2012-02-23,17,,,2,10,245,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,545,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,723,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,150,NULL,NULL,NULL,NULL,8
2012-02-23,17,,,2,10,240,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,565,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,620,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,722,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,271,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,3,NULL,NULL,NULL,NULL,18
2012-02-23,17,,,2,10,617,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,265,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,164,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,150,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,253,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,3,NULL,NULL,NULL,NULL,4
2012-02-23,17,,,2,10,46,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,3,NULL,NULL,NULL,NULL,4
2012-02-23,17,,,2,10,617,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,565,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,617,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,722,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,3,NULL,NULL,NULL,NULL,3
2012-02-23,17,,,2,10,601,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,150,NULL,NULL,NULL,NULL,1
2012-02-23,17,,,2,10,3,NULL,NULL,NULL,NULL,2
2012-02-23,17,,,2,10,723,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,557,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,446,NULL,NULL,NULL,NULL,2
2012-02-23,18,,,2,10,700,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,3,NULL,NULL,NULL,NULL,3
2012-02-23,18,,,2,10,343,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,617,NULL,NULL,NULL,NULL,2
2012-02-23,18,,,2,10,245,NULL,NULL,NULL,NULL,4
2012-02-23,18,,,2,10,46,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,557,NULL,NULL,NULL,NULL,3
2012-02-23,18,,,2,10,360,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,46,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,262,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,3,NULL,NULL,NULL,NULL,2
2012-02-23,18,,,2,10,150,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,557,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,481,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,446,NULL,NULL,NULL,NULL,3
2012-02-23,18,,,2,10,3,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,245,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,557,NULL,NULL,NULL,NULL,2
2012-02-23,18,,,2,10,675,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,46,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,446,NULL,NULL,NULL,NULL,5
2012-02-23,18,,,2,10,700,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,3,NULL,NULL,NULL,NULL,4
2012-02-23,18,,,2,10,245,NULL,NULL,NULL,NULL,2
2012-02-23,18,,,2,10,723,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,240,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,546,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,219,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,359,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,557,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,46,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,446,NULL,NULL,NULL,NULL,6
2012-02-23,18,,,2,10,3,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,245,NULL,NULL,NULL,NULL,2
2012-02-23,18,,,2,10,617,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,368,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,24,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,46,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,446,NULL,NULL,NULL,NULL,5
2012-02-23,18,,,2,10,538,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,3,NULL,NULL,NULL,NULL,11
2012-02-23,18,,,2,10,245,NULL,NULL,NULL,NULL,3
2012-02-23,18,,,2,10,150,NULL,NULL,NULL,NULL,3
2012-02-23,18,,,2,10,620,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,446,NULL,NULL,NULL,NULL,3
2012-02-23,18,,,2,10,3,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,343,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,245,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,150,NULL,NULL,NULL,NULL,2
2012-02-23,18,,,2,10,565,NULL,NULL,NULL,NULL,1
2012-02-23,18,NULL,NULL,2,10,557,NULL,NULL,NULL,NULL,2
2012-02-23,18,NULL,NULL,2,10,46,NULL,NULL,NULL,NULL,2
2012-02-23,18,NULL,NULL,2,10,3,NULL,NULL,NULL,NULL,5
2012-02-23,18,NULL,NULL,2,10,245,NULL,NULL,NULL,NULL,3
2012-02-23,18,NULL,NULL,2,10,240,NULL,NULL,NULL,NULL,1
2012-02-23,18,NULL,NULL,2,10,310,NULL,NULL,NULL,NULL,2
2012-02-23,18,NULL,NULL,2,10,632,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,446,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,245,NULL,NULL,NULL,NULL,3
2012-02-23,18,,,2,10,565,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,446,NULL,NULL,NULL,NULL,4
2012-02-23,18,,,2,10,700,NULL,NULL,NULL,NULL,2
2012-02-23,18,,,2,10,506,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,3,NULL,NULL,NULL,NULL,2
2012-02-23,18,,,2,10,245,NULL,NULL,NULL,NULL,1
2012-02-23,18,,,2,10,150,NULL,NULL,NULL,NULL,2
2012-02-23,19,,,2,10,722,NULL,NULL,NULL,NULL,2
2012-02-23,19,,,2,10,210,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,3,NULL,NULL,NULL,NULL,2
2012-02-23,19,,,2,10,245,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,723,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,565,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,515,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,3,NULL,NULL,NULL,NULL,2
2012-02-23,19,,,2,10,245,NULL,NULL,NULL,NULL,2
2012-02-23,19,,,2,10,747,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,503,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,61,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,138,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,240,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,531,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,272,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,545,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,61,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,481,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,118,NULL,NULL,NULL,1,NULL
2012-02-23,19,,,2,10,3,NULL,NULL,NULL,NULL,2
2012-02-23,19,,,2,10,302,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,565,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,515,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,722,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,3,NULL,NULL,NULL,NULL,2
2012-02-23,19,,,2,10,245,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,617,NULL,NULL,NULL,NULL,1
2012-02-23,19,,,2,10,150,NULL,NULL,NULL,NULL,2
2012-02-23,19,,,2,10,138,NULL,NULL,NULL,NULL,1
2012-02-23,20,,,2,10,565,NULL,NULL,NULL,NULL,1
2012-02-23,20,,,2,10,531,NULL,NULL,NULL,NULL,1
2012-02-23,20,,,2,10,668,NULL,NULL,NULL,NULL,1
2012-02-23,20,,,2,10,245,NULL,NULL,NULL,NULL,1
2012-02-23,20,,,2,10,46,NULL,NULL,NULL,NULL,1
2012-02-23,20,,,2,10,557,NULL,NULL,NULL,NULL,2
2012-02-23,20,,,2,10,302,NULL,NULL,NULL,NULL,1
2012-02-23,20,,,2,10,586,NULL,NULL,NULL,NULL,1
2012-02-23,20,,,2,10,515,NULL,NULL,NULL,NULL,2
2012-02-23,20,,,2,10,675,NULL,NULL,NULL,NULL,1
2012-02-23,20,,,2,10,545,NULL,NULL,NULL,NULL,1
2012-02-23,20,,,2,10,722,NULL,NULL,NULL,NULL,1
2012-02-23,20,,,2,10,3,NULL,NULL,NULL,NULL,1
2012-02-23,20,,,2,10,545,NULL,NULL,NULL,NULL,1
2012-02-23,20,,,2,10,46,NULL,NULL,NULL,NULL,1
2012-02-23,20,,,2,10,4,NULL,NULL,NULL,NULL,1
2012-02-23,20,,,2,10,54,NULL,NULL,NULL,NULL,1
2012-02-23,20,,,2,10,545,NULL,NULL,NULL,NULL,1
2012-02-23,20,,,2,10,138,NULL,NULL,NULL,NULL,1
2012-02-23,20,,,2,10,565,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,58,NULL,1,NULL,NULL,NULL
2012-03-02,13,,,2,10,164,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,538,NULL,NULL,NULL,NULL,2
2012-03-02,13,,,2,10,700,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,46,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,3,NULL,NULL,NULL,NULL,4
2012-03-02,13,,,2,10,58,NULL,1,NULL,NULL,NULL
2012-03-02,13,,,2,10,441,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,3,NULL,NULL,NULL,NULL,2
2012-03-02,13,NULL,NULL,2,10,3,NULL,NULL,NULL,NULL,2
2012-03-02,13,NULL,NULL,2,10,46,NULL,NULL,NULL,NULL,2
2012-03-02,13,NULL,NULL,2,10,148,NULL,NULL,NULL,NULL,1
2012-03-02,13,NULL,NULL,2,10,733,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,46,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,481,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,164,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,518,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,46,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,3,NULL,NULL,NULL,NULL,4
2012-03-02,13,,,2,10,518,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,551,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,403,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,3,NULL,NULL,NULL,NULL,5
2012-03-02,13,,,2,10,518,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,360,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,3,NULL,NULL,NULL,NULL,2
2012-03-02,13,,,2,10,421,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,518,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,361,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,3,NULL,NULL,NULL,NULL,6
2012-03-02,13,,,2,10,225,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,123,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,361,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,164,NULL,NULL,NULL,NULL,4
2012-03-02,13,,,2,10,441,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,3,NULL,NULL,NULL,NULL,3
2012-03-02,13,,,2,10,245,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,13,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,4,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,164,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,3,NULL,NULL,NULL,NULL,8
2012-03-02,13,,,2,10,421,NULL,NULL,NULL,NULL,1
2012-03-02,13,,,2,10,545,NULL,NULL,NULL,NULL,2
2012-03-02,14,,,2,10,481,NULL,NULL,NULL,NULL,4
2012-03-02,14,,,2,10,3,NULL,NULL,NULL,NULL,1
2012-03-02,14,,,2,10,113,NULL,NULL,NULL,NULL,2
2012-03-02,14,,,2,10,722,NULL,NULL,NULL,NULL,51
2012-03-02,14,,,2,10,101,NULL,NULL,NULL,NULL,2
2012-03-02,14,,,2,10,3,NULL,NULL,NULL,NULL,6
2012-03-02,14,,,2,10,164,NULL,NULL,NULL,NULL,1
2012-03-02,14,,,2,10,150,NULL,NULL,NULL,NULL,2
2012-03-02,14,,,2,10,101,NULL,NULL,NULL,NULL,1
2012-03-02,14,,,2,10,3,NULL,NULL,NULL,NULL,5
2012-03-02,14,,,2,10,545,NULL,NULL,NULL,NULL,1
2012-03-02,14,,,2,10,481,NULL,NULL,NULL,NULL,1
2012-03-02,14,,,2,10,3,NULL,NULL,NULL,NULL,6
2012-03-02,14,,,2,10,150,NULL,NULL,NULL,NULL,1
2012-03-02,14,,,2,10,360,NULL,NULL,NULL,NULL,1
2012-03-02,14,,,2,10,481,NULL,NULL,NULL,NULL,1
2012-03-02,14,,,2,10,3,NULL,NULL,NULL,NULL,7
2012-03-02,14,,,2,10,13,NULL,NULL,NULL,NULL,1
2012-03-02,14,,,2,10,182,NULL,NULL,NULL,NULL,1
2012-03-02,14,,,2,10,722,NULL,NULL,NULL,NULL,6
2012-03-02,14,,,2,10,3,NULL,NULL,NULL,NULL,2
2012-03-02,14,,,2,10,723,NULL,NULL,NULL,NULL,2
2012-03-02,14,,,2,10,4,NULL,NULL,NULL,NULL,1
2012-03-02,14,,,2,10,361,NULL,NULL,NULL,NULL,1
2012-03-02,14,,,2,10,481,NULL,NULL,NULL,NULL,1
2012-03-02,14,,,2,10,3,NULL,NULL,NULL,NULL,4
2012-03-02,14,,,2,10,514,NULL,NULL,NULL,NULL,1
2012-03-02,14,,,2,10,360,NULL,NULL,NULL,NULL,1
2012-03-02,15,,,2,10,3,NULL,NULL,NULL,NULL,4
2012-03-02,15,,,2,10,46,NULL,NULL,NULL,NULL,1
2012-03-02,15,,,2,10,150,NULL,NULL,NULL,NULL,1
2012-03-02,15,,,2,10,518,NULL,NULL,NULL,NULL,1
2012-03-02,15,,,2,10,481,NULL,NULL,NULL,NULL,3
2012-03-02,15,,,2,10,3,NULL,NULL,NULL,NULL,1
2012-03-02,15,,,2,10,253,NULL,NULL,NULL,NULL,1
2012-03-02,15,,,2,10,360,NULL,NULL,NULL,NULL,1
2012-03-02,15,,,2,10,3,NULL,NULL,NULL,NULL,1
2012-03-02,15,,,2,10,617,NULL,NULL,NULL,NULL,1
2012-03-02,15,,,2,10,46,NULL,NULL,NULL,NULL,1
2012-03-02,15,,,2,10,518,NULL,NULL,NULL,NULL,1
2012-03-02,15,,,2,10,3,NULL,NULL,NULL,NULL,2
2012-03-02,15,,,2,10,481,NULL,NULL,NULL,NULL,2
2012-03-02,15,,,2,10,481,NULL,NULL,NULL,NULL,1
2012-03-02,15,,,2,10,3,NULL,NULL,NULL,NULL,1
2012-03-02,15,,,2,10,3,NULL,NULL,NULL,NULL,2
2012-03-02,15,,,2,10,3,NULL,NULL,NULL,NULL,2
2012-03-02,15,,,2,10,671,NULL,NULL,NULL,NULL,1
2012-03-02,15,,,2,10,3,NULL,NULL,NULL,NULL,3
2012-03-02,15,,,2,10,421,NULL,NULL,NULL,NULL,1
2012-03-02,15,,,2,10,470,NULL,NULL,NULL,NULL,1
2012-03-02,16,,,2,10,481,NULL,NULL,NULL,NULL,2
2012-03-02,16,,,2,10,87,NULL,NULL,NULL,NULL,1
2012-03-02,16,,,2,10,3,NULL,NULL,NULL,NULL,3
2012-03-02,16,,,2,10,617,NULL,NULL,NULL,NULL,1
2012-03-02,16,,,2,10,150,NULL,NULL,NULL,NULL,1
